Date,D,DUK,EMR,ETN,NEE,POWL,PWR,SO,SPY,VRT
2016-05-18,-0.020897585041656386,-0.027246947295600496,-0.03005561289874331,-0.020095988168056782,-0.014802602860069954,-0.008477234658627581,-0.014172148118140888,-0.02141770066906011,0.00029305403848273073,
2016-05-19,0.01808009700675944,0.005210465742626456,-0.01307710144347903,-0.00936138513244586,0.0032991870015751925,-0.008549825431928145,0.006668314779966937,0.01302883813448224,-0.003471138861902365,
2016-05-20,0.0014098605284029696,0.0003895598167345068,0.01012021059169676,0.004356975711013919,0.00773958096502629,0.030204757491368087,0.011015644549876441,-0.0004111705101586034,0.006297507210017448,
2016-05-23,-0.011905035416590659,-0.011100153074035151,0.0007892312316143829,0.004171894553556917,-0.01129312497923458,0.001189544813241309,0.0021887101086708553,-0.011577433172469986,-0.0013632601928224167,
2016-05-24,0.009083573011291398,0.010970095210650834,0.009424794248862951,0.005811613102853191,0.015974948984822705,0.05211007550401197,-0.009666310756205342,0.007664334007467824,0.012879006375931602,
2016-05-25,0.002257458372730959,-0.000519588255911325,0.01781989441912991,0.019835118710296362,-0.0066110280816227855,0.014284009392431813,0.03300355875928784,0.0018556496227771268,0.0067600136240371644,
2016-05-26,0.008841560652822853,0.013040039146753382,-0.001345062821933289,-0.0014617060025247108,0.013358550712481737,-0.004179896438972314,0.0068115136955203435,0.013705935843567286,0.0002865084036965064,
2016-05-27,0.0005588765397044306,0.00025649857573994093,0.0034540567431940884,0.0017863931733609305,0.00016691106477196113,-0.003917049413219169,0.0038110413004312496,-0.0012198720600701863,0.004290367488975132,
2016-05-31,0.00889768984892485,0.0032008749651304966,-0.0034540567431941126,0.0,0.00233375300891161,-0.001964499442080858,0.015517551132878206,0.0056797006708624535,-0.0019047005073564204,
2016-06-01,0.0018151537725007631,0.010047555634943436,0.0026877578901876517,0.00032442826903822044,0.0002498123165743084,-0.013860106543785243,-0.0037524932337893897,0.002625892684908954,0.0020470118592076153,
2016-06-02,-0.002654461828558224,-0.0010129460716648403,0.0015327577827380428,0.001620641048104401,-0.002834023963877652,0.028914615833883862,-0.013033737030965229,-0.0042452427740775475,0.003039392626407587,
2016-06-03,0.020491277248987153,0.014338416507032933,0.0011475156810348888,-0.004870131951231083,0.01647341866038714,-0.00722017447198326,-0.0008467909978083164,0.01647571751757385,-0.0029919030687630137,
2016-06-06,-0.0027449855809799644,-0.0030014525858535596,0.02231143877159494,0.01965881173997209,-0.0004107734113407531,0.025317859067831894,0.013044544235849725,-0.0009967730613802787,0.005075534181442491,
2016-06-07,-0.0037168682730607723,0.0018764570872248935,0.0009343578984050069,-0.0022363238076304292,-0.005270467597664305,0.004067775799664584,0.0074969572974880865,-0.0007980887398157189,0.0015604306496397142,
2016-06-08,0.006187606336398263,0.006480080044415023,0.005403323140363221,0.009708010196371212,0.014834340166733717,0.02274327715463883,0.011551096534910116,0.005574086505787352,0.00325439481691452,
2016-06-09,0.010771216006287795,0.009272573155799718,-0.004282899023024247,-0.005877099391525929,0.00858677596422513,-0.005571146361319729,-0.011551096534910125,0.0096815480686713,-0.0013666586634083929,
2016-06-10,-0.005303044919646112,-0.0002463537799610353,-0.01617806326804208,-0.018490820099818804,-0.0012105047526121552,-0.0066726488682814795,-0.026488952870917647,0.004902852108532331,-0.009522738049353824,
2016-06-13,0.0005451126895580329,0.0045441980913442665,-0.021081616351667817,-0.016196719252789607,-0.0019400346623964036,0.0008031198062435986,-0.01935951693473495,-0.0023507417955886296,-0.007741992759009903,
2016-06-14,0.0038082025085981004,0.00975500799153201,0.007525427478410388,-0.003138487674180614,0.011184069197748213,0.007464649521475182,-0.003045650265232474,0.006646116564482698,-0.0019685542317941975,
2016-06-15,0.0001356744728190106,-0.010735860681771433,-0.001153883424659548,0.003468500167161359,-0.009163435965013083,-0.0018611889028221633,0.0043480103296394705,-0.008805144381895754,-0.0013949506817891458,
2016-06-16,0.0028461806484786586,0.012190945763955706,0.003074286947309869,0.0023056418689504196,0.008122600454283455,-0.0029309455707638423,0.001733705451237962,0.0035314789071764245,0.0029798439038818915,
