Date,ETN,GEV,PH,PH weight,GEV weight,ETN weight,weightedReturn
2023-08-30,1.0087687423467488,0.0,1.0055941007007476,0.5,0.0,0.5,1.0071814215237482
2023-08-31,1.001260508097257,0.0,0.9953919430778699,0.5,0.0,0.5,0.9983262255875635
2023-09-01,1.0143247044117596,0.0,1.0133366147402596,0.5,0.0,0.5,1.0138306595760096
2023-09-05,0.982454006091835,0.0,0.9744591835642695,0.5,0.0,0.5,0.9784565948280523
2023-09-06,1.008886176369914,0.0,1.0004614759481878,0.5,0.0,0.5,1.0046738261590509
2023-09-07,1.013816222874867,0.0,0.9933230052887079,0.5,0.0,0.5,1.0035696140817874
2023-09-08,1.0056215497878653,0.0,1.0002200182706487,0.5,0.0,0.5,1.002920784029257
2023-09-11,1.0080887738851905,0.0,0.9925953705970636,0.5,0.0,0.5,1.0003420722411271
2023-09-12,0.9574021129074549,0.0,0.9980548954811644,0.5,0.0,0.5,0.9777285041943097
2023-09-13,0.9715225830821576,0.0,0.9621342432928307,0.5,0.0,0.5,0.9668284131874941
2023-09-14,1.0033423238917603,0.0,1.0132041268581446,0.5,0.0,0.5,1.0082732253749525
2023-09-15,0.9796983271854066,0.0,0.9922568005437337,0.5,0.0,0.5,0.9859775638645701
2023-09-18,1.0069380231052047,0.0,1.0095377098719325,0.5,0.0,0.5,1.0082378664885687
2023-09-19,0.9863565581598377,0.0,0.9895166061092882,0.5,0.0,0.5,0.9879365821345629
2023-09-20,0.9930143285833575,0.0,0.9968088860668771,0.5,0.0,0.5,0.9949116073251173
2023-09-21,0.9813650262037871,0.0,0.9773342734535758,0.5,0.0,0.5,0.9793496498286814
2023-09-22,1.0095419353449773,0.0,1.0149107925909229,0.5,0.0,0.5,1.01222636396795
2023-09-25,1.0152353652652129,0.0,1.0108700040158696,0.5,0.0,0.5,1.0130526846405412
2023-09-26,0.977628703131819,0.0,0.9805370440181518,0.5,0.0,0.5,0.9790828735749855
2023-09-27,1.0155874503555355,0.0,1.0188072814884876,0.5,0.0,0.5,1.0171973659220117
2023-09-28,1.005458004919082,0.0,1.0033750193659838,0.5,0.0,0.5,1.0044165121425328
2023-09-29,0.9895606220796805,0.0,0.9925847161003992,0.5,0.0,0.5,0.9910726690900399
2023-10-02,0.9857462765962176,0.0,0.9890120447978108,0.5,0.0,0.5,0.9873791606970141
2023-10-03,0.9943398842783707,0.0,0.991459965337842,0.5,0.0,0.5,0.9928999248081063
2023-10-04,1.0013872369064731,0.0,1.006911754503581,0.5,0.0,0.5,1.0041494957050272
2023-10-05,0.97057414908189,0.0,0.9976338269438906,0.5,0.0,0.5,0.9841039880128903
2023-10-06,1.0345014717218493,0.0,1.0209550917197983,0.5,0.0,0.5,1.0277282817208238
2023-10-09,1.0147010511619194,0.0,1.009420013400829,0.5,0.0,0.5,1.0120605322813743
2023-10-10,0.9998124851269812,0.0,1.004678438909062,0.5,0.0,0.5,1.0022454620180214
2023-10-11,1.0123333974308386,0.0,1.025248208095062,0.5,0.0,0.5,1.0187908027629504
2023-10-12,1.007319178963079,0.0,0.998968916962742,0.5,0.0,0.5,1.0031440479629106
2023-10-13,0.959301009134472,0.0,0.9657382819918003,0.5,0.0,0.5,0.9625196455631362
2023-10-16,1.0145256376645022,0.0,1.0103325668097973,0.5,0.0,0.5,1.0124291022371499
2023-10-17,1.0006612322573825,0.0,1.0147109111994468,0.5,0.0,0.5,1.0076860717284146
2023-10-18,0.9558011053846163,0.0,0.9407937720676586,0.5,0.0,0.5,0.9482974387261374
2023-10-19,0.9876488688980994,0.0,0.9894454112661091,0.5,0.0,0.5,0.9885471400821042
2023-10-20,0.9703867449954207,0.0,0.9945062848469747,0.5,0.0,0.5,0.9824465149211976
2023-10-23,1.0076291793015972,0.0,0.9837766909723183,0.5,0.0,0.5,0.9957029351369577
2023-10-24,1.0213332973336349,0.0,1.0174721608252124,0.5,0.0,0.5,1.0194027290794236
2023-10-25,0.977910268151726,0.0,0.9845690735522941,0.5,0.0,0.5,0.98123967085201
2023-10-26,1.0067611541520647,0.0,1.0066390546960653,0.5,0.0,0.5,1.0067001044240649
2023-10-27,0.9936912037417045,0.0,0.9899449674386365,0.5,0.0,0.5,0.9918180855901705
2023-10-30,1.012646568474725,0.0,1.0090378572625653,0.5,0.0,0.5,1.0108422128686452
2023-10-31,1.0512185154751685,0.0,0.9982680715342698,0.5,0.0,0.5,1.0247432935047192
2023-11-01,1.0332837301210314,0.0,1.0042286551127,0.5,0.0,0.5,1.0187561926168658
2023-11-02,1.0061909330229604,0.0,1.0920724040923404,0.5,0.0,0.5,1.0491316685576504
2023-11-03,0.9976310428345789,0.0,0.9916209662086921,0.5,0.0,0.5,0.9946260045216355
2023-11-06,1.0076354912257615,0.0,1.0123382494654682,0.5,0.0,0.5,1.0099868703456147
2023-11-07,0.9972738557978867,0.0,1.00231444655275,0.5,0.0,0.5,0.9997941511753183
2023-11-08,1.0081542679074662,0.0,1.0087944095354047,0.5,0.0,0.5,1.0084743387214354
2023-11-09,1.0035846239515314,0.0,1.005259666453799,0.5,0.0,0.5,1.0044221452026652
2023-11-10,1.015752303438896,0.0,1.0197160919267492,0.5,0.0,0.5,1.0177341976828225
2023-11-13,1.0033809820116601,0.0,0.9999523424150493,0.5,0.0,0.5,1.0016666622133548
2023-11-14,1.0248460908250459,0.0,1.020337109575156,0.5,0.0,0.5,1.022591600200101
2023-11-15,0.989259063764606,0.0,1.0026170708280153,0.5,0.0,0.5,0.9959380672963107
2023-11-16,1.0050965023142142,0.0,0.9938473235091735,0.5,0.0,0.5,0.9994719129116938
2023-11-17,1.004409199898047,0.0,1.0145390208275014,0.5,0.0,0.5,1.009474110362774
2023-11-20,0.9961369592147071,0.0,0.9974343051828294,0.5,0.0,0.5,0.9967856321987683
2023-11-21,1.000396513400863,0.0,1.0032211133019517,0.5,0.0,0.5,1.0018088133514074
2023-11-22,1.0083697930926137,0.0,0.996096246390204,0.5,0.0,0.5,1.0022330197414089
2023-11-24,0.9991700022647553,0.0,1.0056582986263982,0.5,0.0,0.5,1.0024141504455768
2023-11-27,1.0002623077883257,0.0,0.9959646409608167,0.5,0.0,0.5,0.9981134743745712
2023-11-28,0.9816854400531412,0.0,0.987520756127829,0.5,0.0,0.5,0.9846030980904851
2023-11-29,1.0053876870506655,0.0,1.0035870119758248,0.5,0.0,0.5,1.0044873495132451
2023-11-30,1.0083701040509196,0.0,1.0119610841623503,0.5,0.0,0.5,1.010165594106635
2023-12-01,1.0121656724568158,0.0,1.0161134041397863,0.5,0.0,0.5,1.0141395382983012
2023-12-04,0.9901935395929087,0.0,0.9954333872109256,0.5,0.0,0.5,0.9928134634019171
2023-12-05,0.988606576569338,0.0,0.9924227003266406,0.5,0.0,0.5,0.9905146384479893
2023-12-06,1.0058509982973713,0.0,0.9988271761881802,0.5,0.0,0.5,1.0023390872427758
2023-12-07,1.0044508403836934,0.0,0.9987336031791444,0.5,0.0,0.5,1.0015922217814188
2023-12-08,1.0192164958875112,0.0,1.0112042476573107,0.5,0.0,0.5,1.0152103717724108
2023-12-11,1.0102017871978393,0.0,0.9990651338799176,0.5,0.0,0.5,1.0046334605388785
2023-12-12,1.0100989629697985,0.0,1.0059558895388834,0.5,0.0,0.5,1.008027426254341
2023-12-13,0.9989031207512611,0.0,1.0016106069566924,0.5,0.0,0.5,1.0002568638539766
2023-12-14,1.0038430603681507,0.0,1.0314128005697494,0.5,0.0,0.5,1.01762793046895
2023-12-15,0.9987801196851962,0.0,0.9960255939713334,0.5,0.0,0.5,0.9974028568282648
2023-12-18,0.9988205928166803,0.0,0.9997573757797441,0.5,0.0,0.5,0.9992889842982122
2023-12-19,1.0043014139731143,0.0,1.014928873777263,0.5,0.0,0.5,1.0096151438751888
2023-12-20,0.9823639950924268,0.0,0.9764480090784251,0.5,0.0,0.5,0.9794060020854259
2023-12-21,1.014276495992022,0.0,1.014418664514017,0.5,0.0,0.5,1.0143475802530195
2023-12-22,1.0056892353753084,0.0,1.0050229487984612,0.5,0.0,0.5,1.0053560920868847
2023-12-26,1.0065790415216878,0.0,1.0071367840249759,0.5,0.0,0.5,1.0068579127733317
2023-12-27,1.0025394093956705,0.0,1.0017119468577202,0.5,0.0,0.5,1.0021256781266954
2023-12-28,0.9997093069231353,0.0,0.9993727114949993,0.5,0.0,0.5,0.9995410092090673
2023-12-29,1.000290777603901,0.0,0.997272504294365,0.5,0.0,0.5,0.998781640949133
2024-01-02,0.9920271803255161,0.0,0.9954632892840096,0.5,0.0,0.5,0.9937452348047628
2024-01-03,0.9757221760301336,0.0,0.9827087263261277,0.5,0.0,0.5,0.9792154511781306
2024-01-04,1.0059201888886151,0.0,1.0030619620421382,0.5,0.0,0.5,1.0044910754653766
2024-01-05,1.0016204956623902,0.0,1.0032960658067185,0.5,0.0,0.5,1.0024582807345543
2024-01-08,1.017542435935229,0.0,1.0113327931739897,0.5,0.0,0.5,1.0144376145546095
2024-01-09,1.0020922718905017,0.0,0.9973183283391859,0.5,0.0,0.5,0.9997053001148437
2024-01-10,1.0058877299429339,0.0,1.0072575889122855,0.5,0.0,0.5,1.0065726594276097
2024-01-11,1.010502743729342,0.0,1.0040366466713806,0.5,0.0,0.5,1.0072696952003612
2024-01-12,0.9946183259978316,0.0,0.9949853138484479,0.5,0.0,0.5,0.9948018199231398
2024-01-16,0.9984716570089162,0.0,1.0009341741580353,0.5,0.0,0.5,0.9997029155834758
2024-01-17,0.9814678769589428,0.0,0.9897992626056407,0.5,0.0,0.5,0.9856335697822918
2024-01-18,1.0120541292878633,0.0,1.0211600861483594,0.5,0.0,0.5,1.0166071077181114
2024-01-19,1.0186574139254123,0.0,1.0100276215203479,0.5,0.0,0.5,1.0143425177228802
2024-01-22,0.9971381854228327,0.0,1.0066968576053326,0.5,0.0,0.5,1.0019175215140828
2024-01-23,0.9973349785485132,0.0,0.9906657071350006,0.5,0.0,0.5,0.9940003428417569
2024-01-24,0.9930935138036878,0.0,0.9910040918258047,0.5,0.0,0.5,0.9920488028147463
2024-01-25,1.017593375366864,0.0,1.0148855014741898,0.5,0.0,0.5,1.0162394384205269
2024-01-26,1.0002847162924113,0.0,0.9995548871901268,0.5,0.0,0.5,0.999919801741269
2024-01-29,1.0115091979366473,0.0,1.0104116410523827,0.5,0.0,0.5,1.010960419494515
2024-01-30,1.0062318558672299,0.0,1.0028540270096575,0.5,0.0,0.5,1.0045429414384437
2024-01-31,0.9832581238277271,0.0,0.9720422855668206,0.5,0.0,0.5,0.9776502046972739
2024-02-01,1.0751381337022698,0.0,1.0768135792159883,0.5,0.0,0.5,1.075975856459129
2024-02-02,1.0209016987337127,0.0,1.0203526025710803,0.5,0.0,0.5,1.0206271506523965
2024-02-05,0.9974824275118476,0.0,0.9970805150538069,0.5,0.0,0.5,0.9972814712828273
2024-02-06,1.0063099918895066,0.0,1.0052666361336609,0.5,0.0,0.5,1.0057883140115838
2024-02-07,1.00638072021484,0.0,1.0052193524793576,0.5,0.0,0.5,1.005800036347099
2024-02-08,1.0013196435266634,0.0,1.0054025023653135,0.5,0.0,0.5,1.0033610729459883
2024-02-09,1.017385876383359,0.0,1.0113868306970217,0.5,0.0,0.5,1.0143863535401905
2024-02-12,0.9859332210192453,0.0,0.9939007051040246,0.5,0.0,0.5,0.9899169630616349
2024-02-13,0.993906189430159,0.0,0.9873214970220209,0.5,0.0,0.5,0.9906138432260899
2024-02-14,1.0118949721031927,0.0,1.0200926290324006,0.5,0.0,0.5,1.0159938005677966
2024-02-15,1.0006169306932842,0.0,0.9999233184934995,0.5,0.0,0.5,1.0002701245933918
2024-02-16,1.0062730172034888,0.0,0.996531614181034,0.5,0.0,0.5,1.0014023156922613
2024-02-20,0.9948471153611675,0.0,0.9989811803265237,0.5,0.0,0.5,0.9969141478438457
2024-02-21,1.0038754175034978,0.0,1.008045632223549,0.5,0.0,0.5,1.0059605248635233
2024-02-22,1.0267716397718796,0.0,1.0120104233363612,0.5,0.0,0.5,1.0193910315541204
2024-02-23,1.0012298547545848,0.0,1.0020189635673127,0.5,0.0,0.5,1.0016244091609487
2024-02-26,0.9977887818238219,0.0,0.999510372859056,0.5,0.0,0.5,0.998649577341439
2024-02-27,0.997432464630235,0.0,1.0012808470467884,0.5,0.0,0.5,0.9993566558385117
2024-02-28,1.011954620461863,0.0,0.9992663742336545,0.5,0.0,0.5,1.0056104973477589
2024-02-29,1.0071090762204635,0.0,1.0081903376921162,0.5,0.0,0.5,1.0076497069562897
2024-03-01,1.016263121063681,0.0,1.0043890080224356,0.5,0.0,0.5,1.0103260645430583
2024-03-04,1.0098056489574887,0.0,0.9957419979757496,0.5,0.0,0.5,1.0027738234666193
2024-03-05,0.9843214940138302,0.0,0.9859759739573607,0.5,0.0,0.5,0.9851487339855954
2024-03-06,1.0164765198001813,0.0,1.0061174068547,0.5,0.0,0.5,1.0112969633274407
2024-03-07,1.014794075029542,0.0,1.0155298242053823,0.5,0.0,0.5,1.0151619496174622
2024-03-08,0.9910057682455797,0.0,0.9960518782344249,0.5,0.0,0.5,0.9935288232400024
2024-03-11,0.9838985587684884,0.0,0.9975622476130414,0.5,0.0,0.5,0.9907304031907649
2024-03-12,1.017218929265576,0.0,1.004178758453097,0.5,0.0,0.5,1.0106988438593365
2024-03-13,1.0083967005487,0.0,1.0023777927416821,0.5,0.0,0.5,1.0053872466451912
2024-03-14,1.0001663830734069,0.0,0.9938653108691887,0.5,0.0,0.5,0.9970158469712977
2024-03-15,0.9920410647037845,0.0,0.9984521202578659,0.5,0.0,0.5,0.9952465924808251
2024-03-18,1.0028533638124708,0.0,1.0015691553942732,0.5,0.0,0.5,1.002211259603372
2024-03-19,1.0140919939887378,0.0,1.0048109592241132,0.5,0.0,0.5,1.0094514766064255
2024-03-20,1.0226103404021332,0.0,1.0141415942420788,0.5,0.0,0.5,1.018375967322106
2024-03-21,1.0184305799550604,0.0,1.0259489127426795,0.5,0.0,0.5,1.0221897463488698
2024-03-22,1.0033593446597717,0.0,0.9897437090097214,0.5,0.0,0.5,0.9965515268347466
2024-03-25,0.9851539506239163,0.0,0.9921427080123219,0.5,0.0,0.5,0.9886483293181191
2024-03-26,1.000641297033815,0.0,0.9975113680313971,0.5,0.0,0.5,0.999076332532606
2024-03-27,1.0074340366992218,0.0,1.0161883478067646,0.5,0.0,0.5,1.0118111922529933
2024-03-28,0.9945292908598018,1.0419048096917307,0.9959503927584652,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0107948311033326
2024-04-01,0.9979211675421547,1.0385375793981226,0.9913994424190532,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0092860631197769
2024-04-02,1.0087172050157216,0.9857765448545038,0.9935209947215988,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9960049148639414
2024-04-03,1.0196664299599518,0.9809999869818716,1.0203309494386095,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0069991221268109
2024-04-04,0.9975694089684507,0.9178681087465757,0.9947723769741104,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9700699648963789
2024-04-05,1.032327708084941,0.9733460115634887,1.019832719462376,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0085021463702684
2024-04-08,0.9858097656990237,1.0591687308295599,0.9986940778931563,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0145575248072465
2024-04-09,0.9633233858041661,1.0170052578783324,0.9919070703173444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9907452379999475
2024-04-10,1.0015928775688687,1.0469091528926746,0.9893471420914138,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0126163908509858
2024-04-11,1.0091932144110172,0.9869916665467582,1.0007564501302895,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9989804436960215
2024-04-12,1.0039083393731465,0.9811816429116766,0.9901580912713561,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9917493578520598
2024-04-15,0.989890252452069,0.9832089010620003,0.9873707100459905,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9868232878533532
2024-04-16,1.000221744761031,0.9872487148103669,1.0014172612872279,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9962959069528752
2024-04-17,0.9836056699943562,1.035980635213509,0.9934391946893524,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0043418332990726
2024-04-18,0.9960022482421951,1.018330113206981,0.9954122828762928,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0032482147751562
2024-04-19,0.9808376139526352,0.9845505086564854,0.9936069324916372,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9863316850335859
2024-04-22,1.0167317084182728,1.0117690843904692,1.0094826325793178,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0126611417960198
2024-04-23,1.0154175047996374,1.0814981189311481,1.0197883565714037,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0389013267673963
2024-04-24,1.0190194894073377,0.9888383634738408,0.9926414939716811,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0001664489509532
2024-04-25,0.9946986287737906,1.0145712575849075,1.0055460887741887,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.004938658377629
2024-04-26,1.0227055565692962,1.0320950001595466,1.007754290126166,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0208516156183363
2024-04-29,1.006814873787148,1.03880569357887,1.0014448336548207,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0156884670069464
2024-04-30,0.9747328160863038,0.9666687535456877,0.9828114591772437,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9747376762697451
2024-05-01,0.9804247568364424,0.9867282419750597,0.9964216374669383,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9878582120928134
2024-05-02,1.0103835342934486,1.0142415360885382,0.9773831126459767,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0006693943426543
2024-05-03,1.0196290195134656,1.0808033763071094,1.0103639070491826,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.036932100956586
2024-05-06,1.021029754057915,1.0173222234791135,1.0272483343139984,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.021866770617009
2024-05-07,1.0005807881586903,0.9894763129888906,0.9988924747977985,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9963165253151265
2024-05-08,1.009070323817153,0.9799234630472827,1.0085973161097481,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.999197034324728
2024-05-09,1.008656340744266,1.0146340939537146,1.0133928681847035,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0122277676275613
2024-05-10,0.9919282584459314,1.0052284205698578,1.0007846804809482,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9993137864989123
2024-05-13,0.9937683394431293,0.9656841385302869,0.9820008639904542,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9804844473212901
2024-05-14,1.0059055176225098,1.0253823196249048,0.9970417327232721,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0094431899902288
2024-05-15,1.0227263733215433,1.0135241585590111,1.0070440985295206,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0144315434700248
2024-05-16,0.9769796617066778,0.9912431822003277,0.9750934670957823,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9811054370009292
2024-05-17,1.0001816390321718,0.977283715585923,1.010417107448241,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9959608206887786
2024-05-20,1.0091146908964688,0.9897305905798057,1.0053018301481311,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0013823705414684
2024-05-21,1.0104425175710656,1.0185149889156904,0.9979379900976759,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.008965165528144
2024-05-22,0.9983665734080827,0.9995121255304187,0.9985370267474324,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9988052418953112
2024-05-23,1.0066633276510508,0.9866951458220057,0.964290315455728,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9858829296429281
2024-05-24,1.0072985048742364,1.0974824675722676,1.0061912501030674,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.036990740849857
2024-05-28,0.989644770844679,1.0037197982190302,0.9937902578675459,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9957182756437517
2024-05-29,0.9867500058654964,0.9956764332978361,0.9936375733444601,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9920213375025975
2024-05-30,1.003935239637232,0.9873673502244285,1.002427655705419,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9979100818556931
2024-05-31,0.9959605496670503,1.0046835975760866,1.0134614431221145,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0047018634550837
2024-06-03,0.974793507395216,0.9685616315624592,0.9653070195097364,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9695540528224704
2024-06-04,0.9744496828435653,0.9569760655817874,0.9987720744873182,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9767326076375569
2024-06-05,1.0329568900150314,1.0027601429829778,1.0209776585951338,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0188982305310477
2024-06-06,0.959796807133457,0.9805491339172481,0.9847475799108256,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9750311736538435
2024-06-07,1.0043703956471104,1.0110411455353294,1.0017857948090796,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0057324453305063
2024-06-10,1.02588706946306,1.0281342871972878,1.0191031011401048,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0243748192668174
2024-06-11,0.9882037119048532,1.0095415476466199,0.9942967081192441,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9973473225569057
2024-06-12,1.0250649531159362,1.055222085775409,1.0190441393439844,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0331103927451097
2024-06-13,1.0036066296119428,0.9923949921123569,0.9923820588153939,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9961278935132312
2024-06-14,0.971585274048076,0.965942104707685,0.951597663449841,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9630416807352007
