Date,SMR,OKLO,NNE,NNE weight,OKLO weight,SMR weight,weightedReturn
2024-06-25,1.0948103558746907,0.9884453145943017,1.3943459133343588,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1592005279344504
2024-06-26,1.0501367527207754,0.9500531057757599,0.8254295581748208,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.941873138890452
2024-06-27,1.0399304744960014,0.9574944990377383,0.6752705663713637,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8908985133017011
2024-06-28,0.9757929905731121,0.9894859639981278,1.4451295638933008,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.1368028394881802
2024-07-01,0.9349872281875138,0.9445100056421037,1.198805449711542,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0261008945137198
2024-07-02,1.0,1.003749966621399,0.9227757990450088,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9755085885554693
2024-07-03,1.0603842478485177,1.0273972944389385,0.9120709348317899,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9999508257064154
2024-07-05,1.0543572136450963,0.927272738832416,1.2008456692015452,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0608252072263524
2024-07-08,1.1202945401990494,0.9699346384044144,1.049295761877997,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0465083134938202
2024-07-09,0.9327977245566964,1.0350403974893945,0.8892617677333183,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9523666299264697
2024-07-10,1.0595144281882518,1.0130208832949101,0.9547169523419075,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0090840879416896
2024-07-11,0.9652624299607965,0.9652956332075517,1.0371541724270357,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.9892374118651278
2024-07-12,1.174578840713246,1.146471290848308,0.9527439107494579,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0912646807703372
2024-07-15,1.0306388697753381,1.012775913442256,0.9604000091552735,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0012715974576225
2024-07-16,0.9841872236960977,1.0103211180999834,0.9396084652596032,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.978038935685228
