Date,CEG,ETN,GEV,NNE,OKLO,PH,SMR,SPY,VST
2023-10-17,1.0027389766426564,1.0006613816859244,0.0,0.0,1.0009708959899661,1.0147105936978957,0.9540816367905486,0.999954077217426,1.0086713281474526
2023-10-18,0.9907810216041074,0.9558011053846163,0.0,0.0,1.0009698617653298,0.9407939920384752,0.8983956937440751,0.9866748493847689,0.9953945251198492
2023-10-19,0.984664372875999,0.9876490250300612,0.0,0.0,0.9980620634999257,0.9894454112661091,0.8849206491873048,0.9912136586778129,0.9904380491379418
2023-10-20,0.9808382354689827,0.9703865915923571,0.0,0.0,1.0019416993901946,0.9945062848469747,0.8520179192408923,0.9877117757134931,0.9943944038814142
2023-10-23,1.000089295505568,1.0076292607559683,0.0,0.0,1.0,0.983776775161342,0.9078947607830293,0.9982669630411031,0.9987471064984526
2023-10-24,1.0192667810341367,1.0213331339338223,0.0,0.0,0.9990310779551153,1.0174720737526264,1.0637681233534866,1.0075393380861923,1.0254001219168658
2023-10-25,0.9803971565482593,0.9779103455524831,0.0,0.0,1.0,0.9845692417679465,0.9536784542888578,0.9856478237513426,1.002446185295613
2023-10-26,1.0061592094717653,1.0067611541520647,0.0,0.0,1.0009698617653298,1.0066388827097406,1.0114285605294364,0.9880254660267359,1.0036609192289907
2023-10-27,0.9827889744276563,0.9936912037417045,0.0,0.0,0.9970930490447362,0.9899451371638793,0.9039548254708633,0.995467232795762,0.973252212014198
2023-10-30,1.0203106334651153,1.0126466493785895,0.0,0.0,1.0004859197725418,1.0090375985393218,0.9593749648425733,1.0119557400953398,1.0174890150669136
2023-10-31,0.9990269305205857,1.051218351596184,0.0,0.0,1.0024283262112683,0.9982682413006609,1.1009772599150096,1.0062803181470277,1.0042971915059948
2023-11-01,1.0170917576118523,1.0332837326506228,0.0,0.0,0.9990310779551153,1.004228739856969,0.9201182810049244,1.010664768057839,1.0369804458740184
